"Month","DayOfWeek","Mean"
2,1,23.9315872021524
2,2,23.4435879225171
2,3,23.2932640622403
2,4,25.3420418623102
2,5,28.0510390733856
2,6,23.5919559953479
2,7,23.9881815550125
