"Month","DayOfWeek","Mean"
9,1,20.1776763677307
9,2,19.6132616852735
9,3,18.6931637981399
9,4,22.2996450135016
9,5,22.3378701150803
9,6,18.1571241626194
9,7,19.9591719969781
