"Month","DayOfWeek","Mean"
10,1,20.6809947088354
10,2,18.5660422320363
10,3,19.5704587125655
10,4,21.3036813649578
10,5,22.8335734209037
10,6,17.7930753121543
10,7,19.8407873781214
