"Month","DayOfWeek","Mean"
1,1,26.1990906720335
1,2,23.834979797894
1,3,25.6165881295086
1,4,27.0590015406782
1,5,26.4929128027464
1,6,23.2973844661664
1,7,25.9651842807108
