"Month","DayOfWeek","Mean"
5,1,21.5011384189125
5,2,20.6562324951451
5,3,22.7445043550394
5,4,24.2314703976477
5,5,24.1701917210907
5,6,18.3275431889327
5,7,21.2709209443072
