"Month","DayOfWeek","Mean"
3,1,23.5558322829284
3,2,22.5571957597512
3,3,23.0584740385146
3,4,24.8150416440855
3,5,25.2232816162076
3,6,23.7087119117004
3,7,24.0747523134912
