"UniqueCarrier","AllFlights","CancelledFlights","Fraction"
"AA",688471,11295,0.0164059197845661
"AS",135124,1928,0.0142683757141588
"CO",434425,8755,0.0201530759049318
"DL",884019,12090,0.0136761766432622
"HP",194508,3030,0.0155777654389537
"NW",521693,13112,0.0251335555585373
"TW",272452,6331,0.0232371206671267
"UA",724807,13326,0.0183855840244369
"US",778835,13898,0.0178446012313263
"WN",693101,8140,0.0117443200918769
