"UniqueCarrier","AllFlights","CancelledFlights","Fraction"
"AA",742265,29677,0.0399816777027073
"AQ",11036,173,0.0156759695541863
"AS",154171,7506,0.0486861990906202
"CO",393036,7296,0.018563185051751
"DL",908029,31569,0.0347665107612202
"HP",219160,9422,0.0429914217922979
"NW",551337,15340,0.0278232732430437
"TW",267131,5254,0.0196682526550644
"UA",776559,44159,0.0568649645422949
"US",748624,28055,0.0374754215734468
"WN",911699,9039,0.00991445641598817
