"UniqueCarrier","AllFlights","CancelledFlights","Fraction"
"AA",655539,14494,0.0221100498978703
"AS",144291,3225,0.0223506663617273
"CO",414410,9778,0.0235949904683767
"DL",888306,17119,0.0192715122941869
"HP",203001,4721,0.0232560430736794
"NW",543041,18476,0.034023213716828
"TW",282176,11254,0.0398829099569063
"UA",735266,19819,0.0269548707542576
"US",728534,20191,0.0277145610225466
"WN",757419,9459,0.0124884641129943
