"UniqueCarrier","AllFlights","CancelledFlights","Fraction"
"AA",786696,9269,0.0117821877828284
"AS",98431,639,0.00649185724009712
"CO",419560,5370,0.0127991228906473
"DL",898896,8381,0.00932365924422848
"HP",176756,1033,0.00584421462354885
"NW",474831,7881,0.0165974841575213
"TW",244782,3532,0.014429165543218
"UA",649086,6913,0.010650360660991
"US",833131,14562,0.0174786438147182
"WN",488332,2265,0.00463823792010354
