"UniqueCarrier","AllFlights","CancelledFlights","Fraction"
"AA",722277,8195,0.0113460625217195
"AS",117475,881,0.00749946797190892
"CO",484834,7482,0.0154320860335703
"DL",874526,9536,0.0109041926712299
"HP",177851,1394,0.00783802171480621
"NW",482798,5214,0.0107995476368999
"TW",258205,3886,0.0150500571251525
"UA",638750,8028,0.0125682974559687
"US",857906,19659,0.0229150979244812
"WN",565426,2465,0.00435954483875874
