"UniqueCarrier","AllFlights","CancelledFlights","Fraction"
"AA",663954,13479,0.0203011051970468
"AS",147750,3072,0.0207918781725888
"CO",403349,6741,0.0167125739743993
"DL",921850,13743,0.0149080653034659
"HP",206304,2767,0.0134122460058942
"NW",537152,13392,0.0249314905278208
"TW",274037,5785,0.0211102880267993
"UA",743847,16867,0.0226753620032077
"US",718751,12778,0.0177780622218265
"WN",794849,9139,0.0114977813396004
