"UniqueCarrier","AllFlights","CancelledFlights","Fraction"
"AA",782371,5031,0.00643045307149677
"AS",102207,959,0.00938291897815218
"CO",421974,4525,0.0107234094991635
"DL",916593,6499,0.00709038799118038
"HP",199066,999,0.00501843609657099
"NW",474931,3930,0.00827488624663372
"TW",246449,2537,0.0102942190879249
"UA",639349,7996,0.012506471426404
"US",886305,18987,0.0214226479597881
"WN",422912,1373,0.00324653828692494
