"UniqueCarrier","AllFlights","CancelledFlights","Fraction"
"AA",692653,28960,0.0418102570839944
"AS",156098,5364,0.0343630283539828
"CO",400014,8294,0.0207342743003995
"DL",914130,21743,0.0237854572106812
"HP",209496,5162,0.024640088593577
"NW",537180,12505,0.0232789753899996
"TW",275830,5009,0.0181597360693181
"UA",774370,27359,0.0353306558880122
"US",714430,32309,0.0452234648600983
"WN",853683,7606,0.00890963038973483
