"UniqueCarrier","DelayMean"
"AA",26.1660045349421
"AS",20.1648908188842
"CO",27.8437445680515
"DL",20.8998040323926
"HP",27.738278183505
"NW",30.0326040699031
"TW",27.2925806717834
"UA",28.0105446344632
"US",22.5330049829732
"WN",20.9600063502983
