"UniqueCarrier","DelayMean"
"AA",31.032122321141
"AS",32.0695732155997
"B6",30.9209062211138
"CO",28.9316849149722
"DH",30.1656602878669
"DL",27.6059738023242
"EV",33.8495263768767
"F9",20.5591084850328
"FL",38.8518285917645
"HA",14.4934947958367
"HP",22.3460016697521
"MQ",28.9813822009943
"NW",27.1617317402049
"OH",26.2513089758343
"OO",23.225999445103
"TZ",29.9973832887303
"UA",31.7746280649638
"US",28.4623920342204
"WN",23.8566430772881
"XE",30.2255381067428
