"UniqueCarrier","DelayedFlights","DelayTime","Mean"
"AA",355306,7419818,20.8828953071437
"AS",54801,892631,16.2885896242769
"CO",232893,4818884,20.6914076421361
"DL",520827,9228404,17.7187511400139
"EA",105606,2637688,24.9766869306668
"HP",122116,1696954,13.8962461921452
"NW",198798,3935475,19.7963510699303
"PA (1)",31594,711614,22.5237070329809
"TW",137226,2903745,21.1603121857374
"UA",307405,6650208,21.6333761649941
"US",514056,8851937,17.2197912289712
"WN",160442,2930260,18.2636716071852
