"UniqueCarrier","DelayMean"
"AA",17.1219807358321
"AS",15.301478257742
"CO",23.0791556110869
"DL",14.6554366765929
"EA",22.2556657892253
"HP",11.5080306801443
"NW",17.5016268807061
"PA (1)",19.7303740238389
"PI",16.0252690423488
"PS",14.0625409884934
"TW",18.5935857191483
"UA",21.0525190605468
"US",16.892678540388
"WN",15.6075884464194
