"UniqueCarrier","DelayedFlights","DelayTime","Mean"
"AA",340122,6936041,20.392803170627
"AS",68906,906883,13.1611615824457
"CO",236312,5312752,22.4819391313179
"DL",493414,7860466,15.930772130503
"HP",108630,1703774,15.6841940532081
"NW",186654,3422846,18.3379193588136
"TW",122408,2470712,20.1842363244232
"UA",297728,5763340,19.3577359200344
"US",425984,8126484,19.0769700270433
"WN",249789,3865737,15.4760097522309
