"UniqueCarrier","DelayMean"
"AA",17.6506670291872
"AS",14.5229499130984
"CO",19.2217408647736
"DL",16.0124193460441
"HP",13.4030146019783
"NW",16.4148194101893
"TW",18.274169821137
"UA",18.7584671385103
"US",16.2267063567463
"WN",12.8647199090754
