"UniqueCarrier","DelayedFlights","DelayTime","Mean"
"AA",265053,6935378,26.1660045349421
"AS",96949,1954966,20.1648908188842
"CO",184096,5125922,27.8437445680515
"DL",431704,9022529,20.8998040323926
"HP",126111,3498102,27.738278183505
"NW",218531,6563055,30.0326040699031
"TW",121170,3307042,27.2925806717834
"UA",378676,10606921,28.0105446344632
"US",311862,7027188,22.5330049829732
"WN",377935,7921520,20.9600063502983
