"UniqueCarrier","DelayMean"
"9E",36.4602751413032
"AA",36.4668423729597
"AQ",12.1457023060797
"AS",28.7982811896485
"B6",39.9847731510255
"CO",32.1317763220355
"DL",27.5713357775917
"EV",36.7591678172755
"F9",20.2178404326426
"FL",30.5075340716491
"HA",15.123829787234
"MQ",37.9987737271032
"NW",28.6797294039655
"OH",31.8897626893363
"OO",33.1604621907469
"UA",39.0101056742173
"US",28.0477027842427
"WN",26.5123467344721
"XE",35.9234689937447
"YV",41.0032944406314
