"UniqueCarrier","DelayMean"
"AA",33.3281829855085
"AQ",14.0599531615925
"AS",28.754211579423
"B6",36.0562176870748
"CO",32.6933450676882
"DL",27.3540653231411
"EV",35.2984560356852
"F9",19.5392161542868
"FL",33.236524544912
"HA",16.330151029032
"MQ",33.5713975493725
"NW",25.9073184062724
"OH",30.2583488123938
"OO",28.0788962936026
"TZ",38.3937255649852
"UA",35.273644946755
"US",25.4009466404091
"WN",25.1270622959944
"XE",35.2800265895837
"YV",40.4263311220532
