"UniqueCarrier","DelayMean"
"AA",23.6116631205566
"AS",16.795099903146
"CO",21.4613338769013
"DL",19.4943965049932
"HP",18.1147866584481
"NW",22.5838878533777
"TW",24.029215549315
"UA",22.9282882092541
"US",17.4583602098115
"WN",18.5155677741602
