"UniqueCarrier","DelayMean"
"AA",18.0815258400147
"AS",14.9156918198569
"CO",19.1661680069183
"DL",16.3117643241314
"HP",14.9314578005115
"ML (1)",20.3712708679015
"NW",17.6005154352255
"PA (1)",20.3231770942026
"TW",18.7466533271948
"UA",21.2426954589416
"US",14.4225525334794
"WN",17.0311131823255
