"UniqueCarrier","DelayMean"
"AA",25.1503498348442
"AS",18.7691987536418
"CO",23.8868541105576
"DL",20.5484916318648
"HP",20.3174780268447
"NW",25.29942898332
"TW",23.0853278791168
"UA",23.0717733031912
"US",18.5810487559261
"WN",19.1709562573265
