"UniqueCarrier","DelayedFlights","DelayTime","Mean"
"AA",288511,8330009,28.8724138767673
"AQ",26904,354968,13.1938745168005
"AS",89609,2195651,24.5025722862659
"CO",139976,3811686,27.2309967422987
"DL",348406,8339276,23.9355120175887
"HP",104156,2558744,24.5664580052997
"MQ",207899,6045830,29.0806112583514
"NW",199566,5079589,25.4531783971218
"TW",100421,2268325,22.588153872198
"UA",299978,9353514,31.180666582216
"US",262125,6463126,24.6566561754888
"WN",372112,8088293,21.7361788923765
