"UniqueCarrier","DelayMean"
"AA",27.8071854006256
"AS",23.8389684906639
"B6",23.5726930011474
"CO",25.1580070529299
"DH",35.5010925314731
"DL",20.9850947404258
"EV",28.1476970317298
"FL",28.2398131984543
"HA",14.2177215189873
"HP",22.4705182426053
"MQ",28.7642381739402
"NW",21.8697654611126
"OO",20.180420448128
"TZ",29.8070155943253
"UA",26.9626186606487
"US",23.8576779471569
"WN",20.8213767668161
"XE",24.8699065393286
