"UniqueCarrier","DelayedFlights","DelayTime","Mean"
"AA",330409,7801506,23.6116631205566
"AS",83631,1404591,16.795099903146
"CO",206046,4422022,21.4613338769013
"DL",498082,9709808,19.4943965049932
"HP",116808,2115952,18.1147866584481
"NW",218357,4931350,22.5838878533777
"TW",140302,3371347,24.029215549315
"UA",346526,7945248,22.9282882092541
"US",399978,6982960,17.4583602098115
"WN",319731,5920001,18.5155677741602
