"UniqueCarrier","AllFlights","DelayedFlights","Fraction"
"AA",638782,346672,0.542707840859636
"AS",140573,98092,0.697801142466903
"CO",403603,212633,0.526837015582144
"DL",869115,539024,0.620198707881005
"HP",197846,132988,0.672179371834659
"NW",523052,241595,0.46189480204645
"TW",270019,154671,0.572815246334517
"UA",713384,371578,0.520866742175322
"US",706425,381560,0.540128109848887
"WN",746527,346740,0.464470809495169
