"UniqueCarrier","AllFlights","DelayedFlights","Fraction"
"AA",712238,340122,0.477539811130549
"AS",116116,68906,0.593423817561749
"CO",475656,236312,0.496812822712212
"DL",863429,493414,0.571458683921897
"HP",176124,108630,0.616781358588267
"NW",476247,186654,0.391926878279548
"TW",253644,122408,0.48259765655801
"UA",629348,297728,0.473073720739559
"US",836234,425984,0.509407653838519
"WN",562166,249789,0.444333168494715
