"UniqueCarrier","AllFlights","CancelledFlights","Fraction"
"AA",852439,9621,0.0112864380911713
"AS",159194,3553,0.0223186803522746
"CO",325246,1297,0.003987750810156
"DL",728758,8065,0.0110667738810414
"HP",196111,2023,0.0103155865810689
"MQ",439984,12777,0.0290396923524492
"NW",513331,7315,0.0142500647730217
"UA",587887,4622,0.00786205512283823
"US",511664,5632,0.0110072234904156
"WN",956745,10238,0.0107008659569687
