"UniqueCarrier","AllFlights","CancelledFlights","Fraction"
"AA",716985,32230,0.0449521259161628
"AQ",53798,1489,0.0276776088330421
"AS",156447,5825,0.0372330565622863
"CO",377281,10996,0.0291453850048107
"DL",835236,32826,0.0393014668907949
"HP",209979,6379,0.0303792283990304
"MQ",489418,35382,0.0722940308693183
"NW",533045,17494,0.0328189927679652
"TW",244721,5747,0.0234838857310979
"UA",704977,34522,0.0489689734558716
"US",688748,30616,0.0444516717289923
"WN",957145,17692,0.0184841377220797
