"UniqueCarrier","AllFlights","CancelledFlights","Fraction"
"AA",712060,6764,0.00949919950565964
"AS",97934,945,0.00964935568852492
"CO",427570,5048,0.0118062539467222
"DL",824062,6242,0.00757467277947533
"EA",252013,2126,0.00843607274227917
"HP",216314,1605,0.00741976940928465
"NW",461745,5071,0.010982252108848
"PA (1)",83056,660,0.00794644577152764
"TW",264182,3457,0.0130856757841185
"UA",606713,7894,0.0130110942076402
"US",1002485,10496,0.0104699820944952
"WN",322759,2150,0.006661316957854
