"UniqueCarrier","AllFlights","CancelledFlights","Fraction"
"AA",653919,14662,0.022421737248803
"AS",152220,3510,0.023058730784391
"CO",399273,7262,0.0181880567932217
"DL",915095,16925,0.0184953474775843
"HP",203071,4479,0.0220563251276647
"NW",527512,44270,0.0839222614840989
"TW",274073,6563,0.023946174924199
"UA",748459,20684,0.0276354483011093
"US",696030,17214,0.0247316925994569
"WN",815069,8940,0.010968396540661
