"UniqueCarrier","Sum","Fraction"
"AA",663954,0.122685377236553
"AS",147750,0.0273012354571262
"CO",403349,0.0745308021685034
"DL",921850,0.170339383459572
"HP",206304,0.0381208397952417
"NW",537152,0.0992549118664381
"TW",274037,0.0506365391605041
"UA",743847,0.137448000616426
"US",718751,0.132810763357326
"WN",794849,0.14687214688231
