"UniqueCarrier","Sum","Fraction"
"AA",712060,0.135092858079267
"AS",97934,0.0185801533060906
"CO",427570,0.0811190817191698
"DL",824062,0.156342008839868
"EA",252013,0.0478122018413199
"HP",216314,0.041039345704798
"NW",461745,0.0876028027888253
"PA (1)",83056,0.0157574817018672
"TW",264182,0.050120918789283
"UA",606713,0.115106301721549
"US",1002485,0.190192629598059
"WN",322759,0.0612342159099037
