"UniqueCarrier","Sum","Fraction"
"AA",722277,0.139434422229292
"AS",117475,0.0226783612815943
"CO",484834,0.0935964299944711
"DL",874526,0.168825848718004
"HP",177851,0.034333851732648
"NW",482798,0.0932033834435511
"TW",258205,0.0498460632025031
"UA",638750,0.123309668172959
"US",857906,0.165617384240455
"WN",565426,0.109154586984522
