"UniqueCarrier","Sum","Fraction"
"AA",725191,0.142840597408865
"AS",98952,0.0194905380717659
"CO",424734,0.0836596955834486
"DL",874791,0.172307252913919
"HP",219896,0.0433128320784727
"ML (1)",70622,0.0139103886703073
"NW",460230,0.0906513292987389
"PA (1)",64729,0.0127496466857399
"TW",231769,0.0456514524047529
"UA",630093,0.124109180261674
"US",907184,0.178687689891027
"WN",368734,0.0726293967312891
