"UniqueCarrier","Sum","Fraction"
"AA",742265,0.130610392629165
"AQ",11036,0.00194191601793897
"AS",154171,0.0271282289236742
"CO",393036,0.0691593787628362
"DL",908029,0.159778548373786
"HP",219160,0.0385638197255803
"NW",551337,0.0970143305167105
"TW",267131,0.0470048901583957
"UA",776559,0.136644831548991
"US",748624,0.13172933463334
"WN",911699,0.160424328709581
