"UniqueCarrier","Sum","Fraction"
"AA",692653,0.125301652494879
"AS",156098,0.0282382915415736
"CO",400014,0.0723629511762548
"DL",914130,0.1653670735493
"HP",209496,0.0378980456174551
"NW",537180,0.0971764241073076
"TW",275830,0.0498979356296189
"UA",774370,0.140084343303875
"US",714430,0.129241134582419
"WN",853683,0.154432147997317
