"UniqueCarrier","Sum","Fraction"
"AA",782371,0.153642356274561
"AS",102207,0.0200714549845969
"CO",421974,0.0828674371194761
"DL",916593,0.180000930843256
"HP",199066,0.0390926674099011
"NW",474931,0.0932671557455907
"TW",246449,0.0483977614987126
"UA",639349,0.125555633889529
"US",886305,0.174052960268114
"WN",422912,0.083051641966263
