"UniqueCarrier","Sum","Fraction"
"AA",655539,0.122485254530891
"AS",144291,0.0269602874299115
"CO",414410,0.0774311129164648
"DL",888306,0.165976984605519
"HP",203001,0.0379300532157894
"NW",543041,0.101465382083613
"TW",282176,0.0527236353329224
"UA",735266,0.137381975989087
"US",728534,0.136124124460037
"WN",757419,0.141521189435766
