"UniqueCarrier","Sum","Fraction"
"AA",653919,0.121439718046673
"AS",152220,0.0282688740976552
"CO",399273,0.074149245615511
"DL",915095,0.169942880977492
"HP",203071,0.0377124460115947
"NW",527512,0.0979645927802016
"TW",274073,0.0508982730953006
"UA",748459,0.138996802248436
"US",696030,0.129260178939633
"WN",815069,0.151366988187503
