"UniqueCarrier","Sum","Fraction"
"AA",694757,0.133553283138181
"AS",89822,0.0172665018100396
"CO",457031,0.0878551645336803
"DL",753983,0.144938309481409
"EA",389292,0.0748336824233924
"HP",180871,0.0347688700862114
"NW",431440,0.0829358012616453
"PA (1)",72264,0.0138913238048663
"PI",470957,0.0905321624206858
"PS",41911,0.00805656027877994
"TW",275819,0.0530207439462863
"UA",587144,0.11286681368433
"US",494383,0.0950353472907843
"WN",262422,0.0504454358397077
