"UniqueCarrier","Sum","Fraction"
"AA",165121,0.125871114004449
"AS",21406,0.0163177128674077
"CO",123002,0.0937639595495134
"DL",185813,0.141644547371374
"EA",108776,0.0829195335356976
"HP",45399,0.0346074860537907
"NW",108273,0.0825360985374585
"PA (1)",16785,0.0127951420386545
"PI",116482,0.0887937882005693
"PS",41706,0.0317923261164209
"TW",69650,0.0530939316647177
"UA",152624,0.116344698153566
"US",94814,0.0722763537237408
"WN",61975,0.0472433081826401
