"UniqueCarrier","Sum","Fraction"
"AA",688471,0.129231234168038
"AS",135124,0.0253638007784234
"CO",434425,0.0815448710308056
"DL",884019,0.165937078537795
"HP",194508,0.0365106284731771
"NW",521693,0.0979257372450344
"TW",272452,0.0511413090915234
"UA",724807,0.136051777262416
"US",778835,0.14619324308978
"WN",693101,0.130100320323007
