"UniqueCarrier","Sum","Fraction"
"AA",786696,0.15515153236337
"AS",98431,0.0194124801474253
"CO",419560,0.0827452750724238
"DL",898896,0.177279523266044
"HP",176756,0.0348596716576922
"NW",474831,0.093645775831619
"TW",244782,0.0482757029334971
"UA",649086,0.128012202344502
"US",833131,0.164309404534187
"WN",488332,0.0963084318492394
