"UniqueCarrier","Sum","Fraction"
"AA",852439,0.161711429633231
"AS",159194,0.0301998023659553
"CO",325246,0.0617005975119509
"DL",728758,0.13824859964954
"HP",196111,0.0372031197268105
"MQ",439984,0.0834669010401303
"NW",513331,0.0973811497186968
"UA",587887,0.111524751017717
"US",511664,0.0970649124827203
"WN",956745,0.181498736853248
