"UniqueCarrier","Sum","Fraction"
"AA",716985,0.120142666117049
"AQ",53798,0.00901474250056135
"AS",156447,0.0262152760322934
"CO",377281,0.0632196562205711
"DL",835236,0.139957572162513
"HP",209979,0.0351854458441833
"MQ",489418,0.0820100606925859
"NW",533045,0.089320484334208
"TW",244721,0.0410070411442781
"UA",704977,0.118130527599878
"US",688748,0.11541109089142
"WN",957145,0.160385436460459
