"UniqueCarrier","AllFlights","DelayedFlights","Fraction"
"AA",682859,288511,0.42250449946475
"AQ",52308,26904,0.514338150952053
"AS",150162,89609,0.596748844581186
"CO",365387,139976,0.38308971036189
"DL",800612,348406,0.43517459143755
"HP",203300,104156,0.512326610919823
"MQ",453272,207899,0.458662789671544
"NW",514102,199566,0.388183667832454
"TW",238532,100421,0.420995925075042
"UA",668812,299978,0.448523650891431
"US",656563,262125,0.39923815384053
"WN",937764,372112,0.396807725611135
