"UniqueCarrier","AllFlights","DelayedFlights","Fraction"
"AA",675591,330409,0.489066609827544
"AS",132688,83631,0.630283070059086
"CO",424739,206046,0.485112033507636
"DL",870731,498082,0.572027411450838
"HP",191202,116808,0.610914111777073
"NW",507330,218357,0.43040427335265
"TW",265424,140302,0.528595756224004
"UA",709990,346526,0.488071662981169
"US",763618,399978,0.523793310267699
"WN",683725,319731,0.467630991992395
