"UniqueCarrier","AllFlights","DelayedFlights","Fraction"
"AA",648451,284277,0.43839395729207
"AS",144151,88899,0.616707480350466
"CO",395512,200131,0.506004874694067
"DL",906452,541877,0.597799993822067
"HP",203271,117416,0.577632815305676
"NW",522252,266367,0.510035385216332
"TW",267649,119785,0.447545105716816
"UA",725325,380420,0.524482128700927
"US",704520,346563,0.49191364333163
"WN",784416,367673,0.468721953657243
