"UniqueCarrier","AllFlights","DelayedFlights","Fraction"
"AA",661417,320857,0.485105462968143
"AS",150167,89933,0.598886572948784
"CO",390668,183424,0.469513755925748
"DL",890682,426399,0.478733150552049
"HP",203996,126253,0.618899390184121
"NW",522968,204740,0.391496229214789
"TW",270247,114646,0.424226725921102
"UA",745290,366675,0.491989695286399
"US",680022,353741,0.520190523247777
"WN",844561,403477,0.477735770418004
