"UniqueCarrier","AllFlights","DelayedFlights","Fraction"
"AA",709969,336263,0.473630538798173
"AQ",10863,5140,0.473165792138452
"AS",146040,88127,0.60344426184607
"CO",384897,167879,0.436166039226079
"DL",874591,422892,0.483531159136099
"HP",209463,131036,0.62558065147544
"NW",534550,225062,0.421030773547844
"TW",261319,127698,0.488667108017404
"UA",730692,439875,0.60199783219195
"US",718119,359487,0.500595305234926
"WN",900800,474606,0.526871669626998
