"UniqueCarrier","AllFlights","DelayedFlights","Fraction"
"AA",775631,389305,0.501920371929436
"AS",97393,54517,0.559763021983099
"CO",412958,196324,0.475409121508725
"DL",889136,567120,0.637832682514261
"HP",175324,91320,0.520864228514065
"NW",466039,187526,0.4023826332131
"TW",240646,105785,0.439587610016373
"UA",640729,323203,0.50443011007774
"US",817146,380857,0.466081948635862
"WN",485321,174144,0.358822305237152
