"UniqueCarrier","DelayedFlights","DelayTime","Mean"
"AA",346672,9480399,27.3468840863987
"AS",98092,2073122,21.134465603719
"CO",212633,5252322,24.7013492731608
"DL",539024,12207692,22.6477707857164
"HP",132988,2896093,21.7771001894908
"NW",241595,6147774,25.4466110639707
"TW",154671,4060884,26.2549799251314
"UA",371578,9855339,26.52293461938
"US",381560,7936715,20.8006997588846
"WN",346740,6870440,19.8143854184692
