"UniqueCarrier","DelayedFlights","DelayTime","Mean"
"AA",389863,6881342,17.6506670291872
"AS",50632,735326,14.5229499130984
"CO",215594,4144092,19.2217408647736
"DL",550190,8809873,16.0124193460441
"HP",84920,1138184,13.4030146019783
"NW",198267,3254517,16.4148194101893
"TW",111482,2037241,18.274169821137
"UA",301371,5653258,18.7584671385103
"US",473670,7686104,16.2267063567463
"WN",134617,1731810,12.8647199090754
