"UniqueCarrier","DelayedFlights","DelayTime","Mean"
"AA",282015,7696760,27.2920234739287
"AS",70241,1629507,23.1988012699136
"CO",127597,2925858,22.9304607475097
"DL",344368,7381821,21.4358506016819
"HP",77377,1685725,21.7858666011864
"MQ",169097,4428429,26.1886905149116
"NW",201740,5107069,25.3151035986914
"UA",208746,5288963,25.3368351968421
"US",183561,4160507,22.6655280805836
"WN",369566,7778567,21.0478426045686
