"UniqueCarrier","DelayedFlights","DelayTime","Mean"
"AA",332643,6014693,18.0815258400147
"AS",46674,696175,14.9156918198569
"CO",201206,3856348,19.1661680069183
"DL",493084,8043070,16.3117643241314
"HP",113390,1693078,14.9314578005115
"ML (1)",29531,601584,20.3712708679015
"NW",179654,3162003,17.6005154352255
"PA (1)",23959,486923,20.3231770942026
"TW",112948,2117397,18.7466533271948
"UA",309157,6567328,21.2426954589416
"US",445573,6426300,14.4225525334794
"WN",163082,2777468,17.0311131823255
