"UniqueCarrier","DelayMean"
"AA",20.4416255397903
"AS",15.8602189502594
"CO",21.7888770318131
"DL",15.9969810229996
"EA",21.9429470160452
"HP",12.8291083095925
"NW",18.7088235549497
"PA (1)",23.7464414238889
"PI",21.0754741189998
"TW",20.1790272019416
"UA",24.4073977645648
"US",20.8084851829369
"WN",17.8742885078744
