"UniqueCarrier","DelayMean"
"AA",32.1897413631592
"AQ",9.17431906614786
"AS",25.652501503512
"CO",29.8445010990058
"DL",26.2597968275588
"HP",28.3197670869074
"NW",28.4036709884387
"TW",27.3071308869364
"UA",36.1233736857062
"US",28.0209826780941
"WN",24.5934943932441
