"UniqueCarrier","DelayMean"
"AA",33.1199513075027
"AS",28.005998993176
"B6",23.1684650390681
"CO",28.1398743158322
"DH",40.573300682391
"DL",24.4764736448773
"EV",29.6114516129032
"FL",33.8618839041454
"HA",16.7036085022244
"HP",23.4268386304314
"MQ",31.734895471125
"NW",22.7245386426889
"OH",28.2732211511673
"OO",22.0749257540215
"TZ",29.2495214612465
"UA",30.2965265692206
"US",27.9510239214302
"WN",23.8856332013657
"XE",28.446116633692
