"UniqueCarrier","DelayedFlights","DelayTime","Mean"
"AA",336263,10824219,32.1897413631592
"AQ",5140,47156,9.17431906614786
"AS",88127,2260678,25.652501503512
"CO",167879,5010265,29.8445010990058
"DL",422892,11105058,26.2597968275588
"HP",131036,3710909,28.3197670869074
"NW",225062,6392587,28.4036709884387
"TW",127698,3487066,27.3071308869364
"UA",439875,15889769,36.1233736857062
"US",359487,10073179,28.0209826780941
"WN",474606,11672220,24.5934943932441
